model_dir,best_epoch,val_loss,train_loss,val/train_ratio,runtime_sec,num_epochs,timestamp,train_OKS_mAP,train_p50_dist,train_p90_dist,val_OKS_mAP,val_p50_dist,val_p90_dist
models/drosophila_unet_1_251019_094425,19,8.510181214660406e-05,4.454589361557737e-05,1.9104300136173402,2090.28790640831,51,2025-10-19 14:37,0.9364585060624001,1.2314324135999555,2.219273067190427,0.9063286755440276,1.360729409100365,2.5496590872597387
