model_dir,best_epoch,val_loss,train_loss,val/train_ratio,runtime_sec,num_epochs,timestamp,train_OKS_mAP,train_p50_dist,train_p90_dist,val_OKS_mAP,val_p50_dist,val_p90_dist
models/drosophila_unet_2_aug_251020_080708,36,9.609296103008091e-05,4.255661406205036e-05,2.258002971993285,2909.895270347595,58,2025-10-20 08:57,0.9305837475608423,1.2815474880443982,2.3362504942715816,0.8954162781500185,1.4558479409199336,2.6799858078983045
