model_dir,best_epoch,val_loss,train_loss,val/train_ratio,runtime_sec,num_epochs,timestamp,train_OKS_mAP,train_p50_dist,train_p90_dist,val_OKS_mAP,val_p50_dist,val_p90_dist
models/drosophila_unet_64_251020_093034,19,9.869113273452967e-05,3.365470183780417e-05,2.9324619546523625,2804.4983761310577,41,2025-10-20 10:29,0.944521773491236,1.1771228316233742,2.031383833447945,0.8915512234323302,1.39981120010878,2.6589667627881344
