epoch,train_loss,val_loss,learning_rate,train_time,val_time,head1,thorax1,abdomen1,forelegR1,forelegL1,midlegR1,midlegL1,hindlegR1,hindlegL1
9,2.0408580894581974e-05,0.00011393543536541983,9.999999747378752e-05,74.43208312988281,1.2779121398925781,2.9052231184323318e-05,2.0497365767369047e-05,5.425545168691315e-05,1.083736333384877e-05,2.2609398001804948e-05,5.038149538449943e-06,2.2457315935753286e-05,5.395156222220976e-06,1.3534789104596712e-05
10,2.7000185582437553e-05,0.00011512583296280354,9.999999747378752e-05,73.64290618896484,1.2670764923095703,6.179285992402583e-05,2.2546166292158887e-05,1.9257084204582497e-05,1.0030210432887543e-05,1.4031522368895821e-05,4.979808181815315e-06,2.5845873096841387e-05,1.6665373550495133e-05,6.785278674215078e-05
11,2.4463368390570395e-05,0.00010678683611331508,9.999999747378752e-05,70.20745849609375,1.3174610137939453,1.553721995151136e-05,1.5789890312589705e-05,4.429601540323347e-05,4.220006667310372e-05,9.800491170608439e-06,7.563182407466229e-06,1.1456912034191191e-05,7.050159911159426e-05,3.0249286737671355e-06
12,5.5392025387845933e-05,0.00010788554209284484,9.999999747378752e-05,70.26521301269531,1.2556159496307373,5.768149276264012e-05,2.429673622827977e-05,4.053570592077449e-05,2.2346608602674678e-05,6.328503332042601e-06,1.5258910934790038e-05,0.00020814519666600972,0.000103589023638051,2.0346000383142382e-05
13,2.872711957024876e-05,0.00010328196367481723,9.999999747378752e-05,69.5128173828125,1.2464990615844727,4.421957055456005e-05,2.399879122094717e-05,2.3929873350425623e-05,9.637156836106442e-06,2.201541246904526e-05,5.119784873386379e-06,2.201201641582884e-05,9.322534606326371e-05,1.438610070181312e-05
14,2.130397842847742e-05,0.00010720880527514964,9.999999747378752e-05,70.08032989501953,1.5447266101837158,2.2550624635186978e-05,1.7411586668458767e-05,2.475778092048131e-05,1.9468645405140705e-05,6.089430826250464e-06,2.269553988298867e-06,7.385015487670898e-05,2.2196356439962983e-05,3.1416780075232964e-06
15,5.2118852181592956e-05,0.00010883558570640162,9.999999747378752e-05,70.08378601074219,1.3554425239562988,1.9041995983570814e-05,1.5290575902326964e-05,1.8170532712247223e-05,0.00038963824044913054,7.794795237714425e-06,6.5755843934312e-06,3.1271795251086587e-06,6.137045147625031e-06,3.293723921160563e-06
16,3.827194086625241e-05,0.00012240563228260726,9.999999747378752e-05,70.10037231445312,1.27994704246521,3.967684824601747e-05,2.0111037883907557e-05,2.2592868845094927e-05,2.5715582978591556e-06,2.7948583465331467e-06,3.7135903312446317e-06,6.163595116959186e-06,0.0002451561449561268,1.66694348990859e-06
17,4.724768587038852e-05,0.0001221395650645718,9.999999747378752e-05,69.90045928955078,1.270824909210205,2.7874855732079595e-05,2.588846291473601e-05,3.6714111047331244e-05,1.060126942320494e-05,2.3179800336947665e-05,0.00028038257732987404,4.390426965983352e-06,7.390688551822677e-06,8.806926416582428e-06
18,1.870804771897383e-05,0.00012399881961755455,9.999999747378752e-05,69.85398864746094,1.2598450183868408,4.208218524581753e-05,2.2102658476796933e-05,3.636187830124982e-05,4.27829172622296e-06,2.669912100827787e-05,1.4684466805192642e-05,6.506103090941906e-06,4.775339220941532e-06,1.0882360584218986e-05
19,3.365470183780417e-05,9.869113273452967e-05,9.999999747378752e-05,70.01046752929688,1.4822142124176025,8.653951226733625e-05,2.941805541922804e-05,2.4479717467329465e-05,4.535403422778472e-05,7.123775139916688e-05,3.4128604511352023e-06,3.191236828570254e-05,4.28982366429409e-06,6.248177214729367e-06
20,2.2124913812149316e-05,0.00010303474846296012,9.999999747378752e-05,69.63865661621094,1.2676632404327393,7.400659524137154e-05,2.8100170311518013e-05,2.881595355574973e-05,9.738310836837627e-06,8.367147529497743e-06,1.2392648386594374e-05,1.4877887224429287e-05,1.2545328900159802e-05,1.028017868520692e-05
21,1.7314121578237973e-05,0.0001195268050651066,9.999999747378752e-05,73.32716369628906,1.2352244853973389,3.552527050487697e-05,3.9188154914882034e-05,1.4316076885734219e-05,4.895331130683189e-06,1.2760203389916569e-05,6.960191058169585e-06,4.1581711229810026e-06,2.4080038201645948e-05,1.3943633348389994e-05
22,1.4824559002590831e-05,0.00011504931171657518,9.999999747378752e-05,69.60376739501953,1.259676218032837,1.985110793611966e-05,1.9425082427915186e-05,4.752305903821252e-05,3.361085191500024e-06,8.14565737528028e-06,4.7121548050199635e-06,1.6983412933768705e-05,5.36209108759067e-06,8.057376362557989e-06
23,8.395288205065299e-06,0.00011280869512120262,9.999999747378752e-05,70.19317626953125,1.520967721939087,1.612775304238312e-05,1.5035983778943773e-05,2.5193450710503384e-05,3.769902377825929e-06,1.5364776118076406e-06,2.1957919216220034e-06,3.2363802802137798e-06,7.453352282027481e-06,1.0084987707159598e-06
24,7.431129688484361e-06,0.00011886855645570904,9.999999747378752e-05,69.73834228515625,1.2590677738189697,8.835827429720666e-06,2.1074334654258564e-05,1.108924152504187e-05,3.2991918033076217e-06,6.583191861864179e-06,2.6443967726663686e-06,7.4677100201370195e-06,2.735988800850464e-06,3.150285692754551e-06
25,1.0513873348827474e-05,0.00012510089436545968,9.999999747378752e-05,69.61315155029297,1.2646307945251465,1.7732789274305105e-05,8.695153155713342e-06,2.4153861886588857e-05,6.742271580151282e-06,8.512598469678778e-06,3.9335568544629496e-06,6.4928904066619e-06,1.676828333074809e-06,1.6684900401742198e-05
26,6.820857834100025e-06,0.00011387274571461603,9.999999747378752e-05,69.77079772949219,1.427269458770752,1.208443154609995e-05,7.865841325838119e-06,1.7689702872303315e-05,3.869723514071666e-06,5.268084350973368e-06,3.979093889938667e-06,4.215443823341047e-06,1.3065251778243692e-06,5.1088736654492095e-06
27,9.084994417207781e-06,0.0001225619053002447,9.999999747378752e-05,69.80458068847656,1.2607860565185547,1.7001253581838682e-05,1.9075458112638444e-05,1.6603420590399764e-05,5.2042846618860494e-06,6.755917638656683e-06,2.9769466891593765e-06,4.250297024555039e-06,4.693836217484204e-06,5.203528417041525e-06
28,6.225759079825366e-06,0.00012594550207722932,9.999999747378752e-05,70.07484436035156,1.3779551982879639,9.051719644048717e-06,1.1372547305654734e-05,1.0558413123362698e-05,6.055718131392496e-06,2.6876857646129793e-06,1.1316237760183867e-06,1.1816509868367575e-05,2.631147935971967e-06,7.26463156297541e-07
29,8.55714733916102e-06,0.00011900999379577115,9.999999747378752e-05,69.88671112060547,1.2674548625946045,1.8279735741089098e-05,1.3483225302479696e-05,2.465044781274628e-05,5.712624442821834e-06,2.1581831788353156e-06,2.362687837376143e-06,2.860346739907982e-06,4.45484738520463e-06,3.0522237466357183e-06
30,1.429721942258766e-05,0.0001267401676159352,9.999999747378752e-05,69.59255981445312,1.2571983337402344,2.101507743645925e-05,3.2144642318598926e-05,1.7988157196668908e-05,4.75372053188039e-06,1.7237989595741965e-05,6.386107088474091e-06,1.3126734302204568e-05,1.151598735305015e-05,4.5065580707159825e-06
31,3.877566268783994e-05,0.00016772316303104162,9.999999747378752e-05,69.7142333984375,1.4820644855499268,6.235855835257098e-05,6.96333809173666e-05,3.874035974149592e-05,5.649467493640259e-05,1.0691764146031346e-05,9.871598194877151e-06,2.9886294214520603e-05,6.401913560694084e-05,7.285175797733245e-06
32,6.045478585292585e-05,0.00011984702723566443,9.999999747378752e-05,69.48773193359375,1.2693443298339844,4.325312693254091e-05,1.5783625713083893e-05,2.5445169740123674e-05,0.0003868097555823624,8.113047442748211e-06,4.131902824155986e-05,6.593591933778953e-06,1.2386587513901759e-05,4.3890922825085e-06
33,3.2560707040829584e-05,0.00011502046254463494,9.999999747378752e-05,69.68778228759766,1.2211310863494873,3.5859255149262026e-05,4.14790993090719e-05,3.156781167490408e-05,5.05186017107917e-06,1.0363322871853597e-05,4.572088073473424e-06,5.919843260926427e-06,0.00015718281792942435,1.0502527629796532e-06
34,7.146328698581783e-06,0.00011336764873703942,9.999999747378752e-05,69.35907745361328,1.4108257293701172,1.2628508557099849e-05,7.799280865583569e-06,1.1708387319231406e-05,3.1946981380315265e-06,2.8326405754341977e-06,6.376045803335728e-06,4.10592701882706e-06,5.199347015150124e-06,1.0472120266058482e-05
35,7.815623575879727e-06,0.00011479367094580084,9.999999747378752e-05,68.89405822753906,1.230891227722168,1.7813468730309978e-05,5.81139329369762e-06,6.402960480045294e-06,4.900390194961801e-06,8.857360626279842e-06,1.3662300261785276e-05,2.534733084758045e-06,1.652196829127206e-06,8.705809705134016e-06
36,9.53473772824509e-06,0.00012223495286889374,9.999999747378752e-05,68.85993194580078,1.251363754272461,1.6354621038772166e-05,1.1187014024471864e-05,4.3049662963312585e-06,1.607710146345198e-05,9.463502465223428e-06,3.7429379062814405e-06,1.9416318536968902e-05,3.880075382767245e-06,1.386103690492746e-06
37,9.170676094072405e-06,0.00012721563689410686,9.999999747378752e-05,69.38285827636719,1.4916436672210693,2.2584812541026622e-05,1.889856139314361e-05,1.6603056792519055e-05,4.958849331160309e-06,6.086300800234312e-06,3.2081693461805116e-06,4.4953753786103334e-06,5.003968453820562e-06,6.969851256144466e-07
38,5.803609383292496e-06,0.00010335718252463266,9.999999747378752e-05,68.96199035644531,1.2745521068572998,1.360834085062379e-05,8.517935384588782e-06,9.153328392130788e-06,1.8201744751422666e-06,3.930255843442865e-06,2.7730905003409134e-06,4.457210252439836e-06,3.1528172712569358e-06,4.819333753403043e-06
39,4.336463462095708e-06,0.00011548689508344978,9.999999747378752e-05,68.88102722167969,1.2265431880950928,9.743774171511177e-06,6.792444310121937e-06,1.0439655852678698e-05,1.6054419802458142e-06,2.2458455077867256e-06,1.907381374621764e-06,4.157755483902292e-06,1.411175389876007e-06,7.246966902130225e-07
